Valeur debitee;Type;Date
26.40;krivirv;12/07/2000
-2.94;krivirv;08/07/2003
10.66;vplve;31/05/2010
23.80;opbivpvirl;10/07/2009
25.93;uepkpzeielvv;26/09/2005
37.24;uepkpzeielvv;10/12/2006
26.28;uepkpzeielvv;15/02/2010
-29.69;zriiulizpvirl;11/05/2005
32.79;pkiielvpvirl;10/06/2008
-37.43;zriiulizpvirl;09/01/2004
23.15;opbivpvirl;14/11/2006
40.30;uepkpzeielvv;29/01/2005
-13.96;pkiielvpvirl;05/04/2011
12.70;zriiulizpvirl;10/03/2011
-18.67;krivirv;11/06/2003
39.00;zriiulizpvirl;17/08/2004
36.73;uepkpzeielvv;29/01/2006
-13.65;uepkpzeielvv;11/02/2011
28.47;krivirv;31/12/2007
-28.57;krivirv;24/11/2009
-21.87;pkiielvpvirl;22/08/2005
18.16;krivirv;31/07/2002
-44.36;krivirv;16/06/2011
38.34;krivirv;18/09/2011
11.13;pkiielvpvirl;18/10/2007
-19.22;uepkpzeielvv;18/07/2009
17.78;zriiulizpvirl;19/03/2007
12.12;pkiielvpvirl;03/05/2010
27.34;uepkpzeielvv;17/06/2009
26.14;zriiulizpvirl;30/04/2009
-32.56;pkiielvpvirl;08/09/2012
-38.03;krivirv;07/03/2001
15.22;zriiulizpvirl;15/08/2010
23.73;pkiielvpvirl;24/07/2003
-22.14;krivirv;09/04/2010
-35.87;zriiulizpvirl;16/07/2006
-10.39;krivirv;17/05/2011
9.48;zriiulizpvirl;20/03/2005
-1.76;zriiulizpvirl;01/03/2003
-38.75;opbivpvirl;11/12/2005
24.82;opbivpvirl;05/09/2006
6.52;opbivpvirl;29/03/2006
33.99;opbivpvirl;24/04/2006
28.30;pkiielvpvirl;09/05/2011
-23.07;uepkpzeielvv;28/08/2007
37.48;puiilivvrpvirl;17/04/2005
-40.49;pkiielvpvirl;08/08/2009
-35.46;krivirv;01/04/2007
-34.66;krivirv;19/08/2010
-32.48;krivirv;19/05/2010
22.38;opbivpvirl;28/06/2005
7.67;zriiulizpvirl;19/05/2007
-4.89;pkiielvpvirl;21/08/2005
-25.42;krivirv;23/03/2003
-15.63;zriiulizpvirl;22/06/2006
13.37;zriiulizpvirl;09/09/2001
24.42;pkiielvpvirl;27/01/2006
4.39;pkiielvpvirl;21/05/2002
33.29;vplve;11/01/2006
-18.65;krivirv;13/09/2006
-5.26;krivirv;13/12/2006
31.89;pkiielvpvirl;06/04/2007
20.26;pkiielvpvirl;27/01/2007
39.81;krivirv;03/11/2008
-4.88;krivirv;01/03/2004
40.77;uepkpzeielvv;13/02/2001
-21.98;krivirv;14/07/2003
-19.26;pkiielvpvirl;13/03/2012
0.37;uepkpzeielvv;06/11/2004
29.94;krivirv;10/08/2006
-7.39;pkiielvpvirl;26/08/2010
39.42;pkiielvpvirl;02/02/2009
-19.68;zriiulizpvirl;05/07/2006
-32.33;zriiulizpvirl;29/04/2012
10.68;krivirv;28/06/2005
15.12;krivirv;03/01/2010
-23.22;uepkpzeielvv;03/03/2007
35.88;krivirv;07/08/2007
-22.67;pkiielvpvirl;21/12/2005
39.17;uepkpzeielvv;18/09/2009
-23.76;uepkpzeielvv;16/06/2008
3.43;pkiielvpvirl;11/03/2009
35.05;uepkpzeielvv;04/08/2009
-5.58;vrpvpik;15/02/2010
-15.47;zriiulizpvirl;19/09/2005
-26.73;krivirv;30/05/2001
-32.53;pkiielvpvirl;22/05/2009
-29.21;zriiulizpvirl;23/10/2004
1.76;krivirv;16/07/2002
33.19;krivirv;04/04/2006
-6.68;uepkpzeielvv;24/04/2007
-1.53;uepkpzeielvv;18/08/2007
-34.95;krivirv;10/02/2007
32.27;zriiulizpvirl;08/07/2007
7.05;krivirv;22/03/2009
-15.10;krivirv;01/12/2003
25.93;vplve;04/01/2007
-32.07;krivirv;25/06/2007
-11.36;krivirv;25/08/2010
-0.96;krivirv;31/03/2011
17.34;krivirv;17/10/2006
1.21;zriiulizpvirl;29/06/2004
23.10;pkiielvpvirl;12/04/2009
-23.50;opbivpvirl;12/07/2007
11.73;krivirv;09/08/2007
-8.28;zriiulizpvirl;11/02/2001
18.62;pkiielvpvirl;13/12/2008
-6.06;krivirv;05/03/2007
3.13;zriiulizpvirl;15/01/2006
-17.62;krivirv;16/08/2006
-14.39;opbivpvirl;04/10/2004
9.46;krivirv;25/05/2012
38.66;uepkpzeielvv;23/12/2002
30.66;krivirv;30/10/2009
23.56;krivirv;01/04/2005
37.92;vrpvpik;09/12/2006
-3.79;zriiulizpvirl;16/07/2009
38.56;krivirv;25/11/2011
15.81;zriiulizpvirl;08/11/2005
-34.28;uepkpzeielvv;20/06/2003
-6.71;uepkpzeielvv;13/11/2002
-32.97;krivirv;02/05/2011
9.71;krivirv;20/10/2004
37.44;zriiulizpvirl;19/02/2004
-13.50;pkiielvpvirl;14/11/2007
-24.42;pkiielvpvirl;29/09/2010
-18.01;krivirv;24/11/2000
8.86;pkiielvpvirl;08/11/2005
11.43;pkiielvpvirl;21/12/2010
-35.88;krivirv;08/11/2010
-16.01;pkiielvpvirl;10/05/2006
-31.11;krivirv;04/01/2007
-6.21;krivirv;31/01/2000
-13.60;uepkpzeielvv;16/06/2007
-9.06;pkiielvpvirl;06/07/2002
2.80;zriiulizpvirl;19/08/2007
-5.05;krivirv;16/02/2004
32.03;uepkpzeielvv;25/03/2007
-29.87;zriiulizpvirl;04/05/2011
22.87;krivirv;23/03/2011
-19.99;krivirv;26/08/2008
-30.95;pkiielvpvirl;06/12/2004
-27.17;puiilivvrpvirl;02/06/2005
-26.76;opbivpvirl;08/01/2005
24.50;zriiulizpvirl;23/09/2010
-19.54;krivirv;20/09/2007
-8.07;zriiulizpvirl;25/03/2009
-10.69;uepkpzeielvv;28/10/2007
0.14;uepkpzeielvv;09/11/2009
5.73;pkiielvpvirl;04/09/2011
-13.98;uepkpzeielvv;20/03/2007
19.23;uepkpzeielvv;15/01/2005
-6.11;uepkpzeielvv;09/08/2005
-24.80;uepkpzeielvv;24/09/2005
-5.35;uepkpzeielvv;16/09/2006
-9.86;uepkpzeielvv;02/04/2005
11.30;uepkpzeielvv;02/05/2006
21.56;uepkpzeielvv;01/07/2005
13.90;uepkpzeielvv;01/05/2006
25.57;pkiielvpvirl;08/01/2011
8.72;opbivpvirl;30/01/2006
-0.43;pkiielvpvirl;13/02/2009
-8.78;uepkpzeielvv;23/11/2008
1.96;krivirv;14/01/2006
-11.11;pkiielvpvirl;16/08/2005
6.92;uepkpzeielvv;27/02/2007
28.42;vplve;05/02/2005
10.40;uepkpzeielvv;08/02/2001
9.11;opbivpvirl;01/11/2009
32.81;opbivpvirl;17/04/2009
-12.25;opbivpvirl;21/08/2007
-26.27;opbivpvirl;04/07/2008
-34.22;opbivpvirl;04/03/2009
19.22;pkiielvpvirl;14/11/2005
-1.47;zriiulizpvirl;16/11/2006
16.77;pkiielvpvirl;15/08/2006
-19.68;zriiulizpvirl;30/04/2003
-9.88;pkiielvpvirl;21/10/2010
-26.50;krivirv;28/12/2002
-32.35;uepkpzeielvv;16/10/2005
22.49;krivirv;03/02/2006
18.71;uepkpzeielvv;23/02/2009
-12.47;uepkpzeielvv;18/08/2007
-6.13;krivirv;07/01/2002
-31.20;pkiielvpvirl;11/07/2006
-8.40;uepkpzeielvv;07/12/2002
16.16;uepkpzeielvv;22/07/2008
17.32;uepkpzeielvv;30/05/2011
-2.19;zriiulizpvirl;15/02/2012
-4.96;pkiielvpvirl;12/07/2007
11.39;pkiielvpvirl;05/03/2005
-14.01;krivirv;28/11/2005
15.32;krivirv;10/09/2003
-31.86;uepkpzeielvv;25/02/2008
13.71;krivirv;12/10/2008
12.26;pkiielvpvirl;15/11/2003
28.36;zriiulizpvirl;13/12/2008
29.18;krivirv;13/04/2010
29.47;uepkpzeielvv;14/05/2009
23.62;zriiulizpvirl;16/09/2005
-34.94;zriiulizpvirl;07/02/2009
30.17;uepkpzeielvv;05/03/2009
25.42;opbivpvirl;19/09/2009
5.81;opbivpvirl;08/06/2009
-29.64;opbivpvirl;21/02/2010
17.61;opbivpvirl;14/11/2010
8.73;opbivpvirl;07/08/2009
-20.95;pkiielvpvirl;05/12/2009
20.91;vplve;05/05/2003
0.83;uepkpzeielvv;30/07/2005
-4.84;krivirv;13/11/2006
6.89;pkiielvpvirl;22/01/2008
5.62;krivirv;17/03/2008
-8.94;krivirv;08/12/2008
0.76;pkiielvpvirl;03/05/2009
24.62;krivirv;14/08/2009
18.23;krivirv;02/04/2010
-8.45;krivirv;14/01/2009
-29.55;krivirv;21/06/2010
-34.12;uepkpzeielvv;28/10/2010
15.83;krivirv;13/03/2010
-31.65;krivirv;17/03/2007
13.10;krivirv;29/03/2007
-16.32;krivirv;02/12/2008
-32.02;krivirv;28/01/2009
20.03;krivirv;18/05/2007
-0.19;krivirv;30/10/2008
8.57;krivirv;05/10/2007
1.73;krivirv;08/03/2010
-14.20;krivirv;29/11/2007
-12.19;krivirv;22/03/2010
29.38;krivirv;05/04/2010
-31.01;krivirv;19/06/2008
32.91;krivirv;03/09/2010
-22.02;krivirv;30/09/2010
27.35;krivirv;10/10/2010
34.45;krivirv;23/11/2010
-32.36;krivirv;03/01/2010
-11.36;krivirv;20/02/2010
28.73;krivirv;07/12/2009
11.53;krivirv;08/03/2010
26.88;krivirv;02/05/2008
26.55;krivirv;30/11/2009
15.97;krivirv;27/12/2009
26.48;krivirv;05/08/2010
-15.30;krivirv;03/06/2008
26.10;krivirv;13/07/2008
6.96;krivirv;15/07/2009
-13.17;krivirv;18/09/2009
-32.64;krivirv;05/10/2009
-27.63;krivirv;13/09/2010
-32.56;krivirv;03/09/2008
-21.85;krivirv;04/08/2008
17.09;krivirv;23/06/2010
-15.18;krivirv;06/10/2009
31.99;krivirv;27/01/2009
20.00;krivirv;15/04/2011
-19.51;krivirv;26/02/2009
-4.70;krivirv;04/08/2010
10.42;krivirv;25/11/2010
27.37;krivirv;21/01/2010
-17.10;krivirv;21/09/2009
18.90;krivirv;05/08/2009
5.56;krivirv;28/05/2009
4.57;krivirv;15/04/2009
6.56;krivirv;11/10/2011
-11.09;krivirv;05/03/2011
23.83;krivirv;01/06/2011
20.81;krivirv;20/06/2011
4.15;krivirv;02/02/2011
-27.13;krivirv;10/10/2010
27.46;krivirv;27/03/2010
-18.33;krivirv;18/03/2010
18.81;krivirv;03/07/2011
-32.05;krivirv;08/04/2010
-30.81;krivirv;17/05/2010
19.29;krivirv;18/12/2009
18.71;krivirv;20/09/2009
-15.84;krivirv;18/12/2009
12.18;krivirv;22/02/2011
3.67;krivirv;08/10/2011
-25.20;krivirv;02/11/2009
18.84;krivirv;09/06/2010
-3.95;krivirv;13/10/2011
-12.75;krivirv;13/03/2012
13.68;krivirv;12/01/2012
10.01;krivirv;22/03/2011
16.96;krivirv;25/01/2010
23.56;krivirv;06/04/2010
-33.37;krivirv;18/09/2011
19.94;krivirv;27/07/2010
21.83;krivirv;04/12/2010
33.54;krivirv;14/02/2010
14.82;krivirv;19/12/2010
-30.40;krivirv;13/01/2012
-5.22;krivirv;05/02/2012
-24.72;krivirv;11/08/2012
-15.59;krivirv;15/03/2010
16.99;krivirv;30/12/2011
25.09;krivirv;19/10/2011
-32.90;pkiielvpvirl;07/10/2006
-34.32;krivirv;03/03/2006
-9.36;zriiulizpvirl;18/08/2007
-31.10;pkiielvpvirl;24/03/2011
-6.85;krivirv;14/09/2008
-3.27;pkiielvpvirl;14/01/2007
12.74;krivirv;30/05/2008
-4.06;krivirv;02/08/2006
29.86;pkiielvpvirl;06/10/2004
-9.36;krivirv;27/11/2004
10.18;opbivpvirl;25/09/2006
-11.56;krivirv;05/07/2009
-26.13;zriiulizpvirl;06/10/2005
-0.69;pkiielvpvirl;18/04/2001
16.14;krivirv;09/05/2011
12.94;pkiielvpvirl;29/01/2007
27.82;opbivpvirl;03/08/2007
-26.89;opbivpvirl;05/12/2007
16.13;opbivpvirl;22/02/2008
34.29;opbivpvirl;03/01/2009
21.94;pkiielvpvirl;16/05/2006
17.72;krivirv;24/02/2005
2.52;krivirv;20/08/2009
27.46;pkiielvpvirl;05/05/2007
-24.31;pkiielvpvirl;18/06/2006
-1.03;krivirv;14/09/2006
24.20;krivirv;23/05/2004
-11.33;pkiielvpvirl;04/04/2004
-20.53;zriiulizpvirl;24/04/2008
-1.82;krivirv;08/02/2007
-10.04;pkiielvpvirl;02/11/2002
-8.92;uepkpzeielvv;20/01/2009
20.33;krivirv;09/02/2008
-17.43;pkiielvpvirl;22/12/2000
3.71;pkiielvpvirl;17/10/2010
-33.49;krivirv;17/08/2012
-7.86;pkiielvpvirl;06/11/2009
-26.79;vplve;27/05/2012
-21.18;zriiulizpvirl;02/10/2008
-0.74;zriiulizpvirl;02/09/2007
1.88;zriiulizpvirl;22/11/2006
10.41;pkiielvpvirl;16/09/2010
21.06;uepkpzeielvv;23/02/2007
-4.63;krivirv;12/01/2002
5.73;krivirv;10/04/2006
-12.12;opbivpvirl;28/01/2003
-11.91;opbivpvirl;21/09/2002
-3.84;opbivpvirl;02/02/2002
4.41;opbivpvirl;10/12/2001
-8.17;opbivpvirl;11/09/2003
-14.63;opbivpvirl;18/12/2001
9.71;opbivpvirl;30/01/2002
-4.45;opbivpvirl;18/03/2002
-5.27;opbivpvirl;28/04/2003
1.35;opbivpvirl;12/12/2003
10.11;krivirv;22/12/2005
-2.58;opbivpvirl;04/02/2001
-10.06;opbivpvirl;20/08/2011
24.29;uepkpzeielvv;16/03/2008
-15.37;krivirv;13/10/2006
-26.05;zriiulizpvirl;02/07/2008
-21.81;uepkpzeielvv;22/03/2007
3.76;krivirv;21/06/2005
16.89;pkiielvpvirl;01/06/2011
-24.28;uepkpzeielvv;20/08/2007
29.22;pkiielvpvirl;27/07/2003
27.79;krivirv;04/07/2001
-2.01;uepkpzeielvv;30/07/2009
-31.53;uepkpzeielvv;21/09/2007
-22.52;krivirv;30/12/2002
9.88;uepkpzeielvv;24/04/2010
-7.46;pkiielvpvirl;28/01/2011
18.72;krivirv;08/12/2004
10.21;krivirv;07/02/2007
-2.18;krivirv;09/03/2004
14.29;krivirv;16/11/2004
-3.58;krivirv;04/09/2008
11.14;zriiulizpvirl;01/02/2004
6.34;zriiulizpvirl;12/02/2007
-25.61;zriiulizpvirl;30/12/2006
28.69;zriiulizpvirl;17/04/2005
4.17;zriiulizpvirl;09/10/2007
14.88;zriiulizpvirl;04/10/2005
-14.68;zriiulizpvirl;13/07/2005
21.37;zriiulizpvirl;08/11/2005
1.02;zriiulizpvirl;15/07/2006
-25.83;zriiulizpvirl;11/05/2007
7.43;zriiulizpvirl;08/10/2006
-0.92;zriiulizpvirl;24/08/2007
5.99;zriiulizpvirl;13/01/2006
20.74;zriiulizpvirl;11/12/2007
18.82;zriiulizpvirl;30/01/2007
-32.38;zriiulizpvirl;02/04/2008
25.09;zriiulizpvirl;03/07/2008
15.45;zriiulizpvirl;17/04/2007
28.18;zriiulizpvirl;02/09/2007
4.69;zriiulizpvirl;05/04/2007
-10.31;zriiulizpvirl;06/05/2007
-30.21;zriiulizpvirl;12/06/2008
-15.83;zriiulizpvirl;24/10/2008
1.11;zriiulizpvirl;05/10/2008
26.23;zriiulizpvirl;14/10/2007
-23.02;zriiulizpvirl;31/01/2009
-14.33;zriiulizpvirl;22/01/2008
29.36;zriiulizpvirl;11/01/2009
20.96;zriiulizpvirl;18/10/2009
-1.39;zriiulizpvirl;31/03/2008
26.01;zriiulizpvirl;12/03/2009
7.90;zriiulizpvirl;27/01/2009
9.13;zriiulizpvirl;01/02/2010
12.98;zriiulizpvirl;06/11/2009
-20.66;zriiulizpvirl;05/04/2009
25.64;zriiulizpvirl;26/06/2010
6.59;zriiulizpvirl;20/05/2009
-24.39;zriiulizpvirl;10/06/2011
25.89;zriiulizpvirl;21/08/2011
-26.93;zriiulizpvirl;13/05/2010
29.39;pkiielvpvirl;11/07/2004
-3.80;uepkpzeielvv;25/06/2007
19.80;uepkpzeielvv;15/12/2008
27.59;krivirv;11/06/2009
28.61;krivirv;10/08/2006
-0.66;vplve;21/08/2004
-26.42;uepkpzeielvv;16/05/2007
8.14;pkiielvpvirl;02/11/2003
-27.10;pkiielvpvirl;02/11/2006
11.15;krivirv;20/08/2007
-10.51;opbivpvirl;26/08/2011
-3.65;opbivpvirl;12/01/2012
28.93;opbivpvirl;25/02/2010
32.11;opbivpvirl;20/04/2012
-18.55;opbivpvirl;21/01/2011
13.96;opbivpvirl;26/10/2005
8.58;pkiielvpvirl;24/02/2011
1.28;uepkpzeielvv;06/07/2007
-9.93;pkiielvpvirl;24/01/2010
-18.82;uepkpzeielvv;12/05/2007
30.38;uepkpzeielvv;01/08/2008
16.69;opbivpvirl;07/12/2003
20.37;opbivpvirl;16/12/2002
-4.37;opbivpvirl;13/11/2003
13.46;uepkpzeielvv;17/01/2004
14.32;pkiielvpvirl;10/03/2006
-27.50;uepkpzeielvv;23/01/2008
-8.17;pkiielvpvirl;29/11/2006
6.18;krivirv;03/12/2007
7.85;krivirv;24/01/2007
-21.29;uepkpzeielvv;15/04/2008
28.26;krivirv;04/08/2010
-28.93;pkiielvpvirl;12/08/2009
-1.09;uepkpzeielvv;05/01/2009
-5.62;uepkpzeielvv;20/02/2008
-13.40;pkiielvpvirl;17/11/2004
-0.20;opbivpvirl;25/09/2008
-30.53;krivirv;19/11/2008
-26.91;krivirv;11/03/2011
17.10;pkiielvpvirl;14/11/2011
-12.19;pkiielvpvirl;24/04/2002
5.99;zriiulizpvirl;24/01/2009
11.39;krivirv;28/12/1999
-11.92;uepkpzeielvv;04/01/2009
-15.30;krivirv;29/10/2009
7.40;pkiielvpvirl;27/11/2000
8.70;krivirv;24/04/2009
9.24;zriiulizpvirl;29/04/2007
-26.17;krivirv;16/06/2008
13.47;uepkpzeielvv;28/10/2006
-25.13;uepkpzeielvv;09/06/2008
10.36;uepkpzeielvv;18/07/2008
-15.33;uepkpzeielvv;08/07/2008
12.12;krivirv;27/07/2004
1.08;uepkpzeielvv;01/01/2010
9.69;zriiulizpvirl;01/03/2009
-16.58;uepkpzeielvv;19/01/2008
-16.42;uepkpzeielvv;10/01/2008
27.75;krivirv;20/01/2006
-4.30;pkiielvpvirl;08/12/2006
2.80;zriiulizpvirl;17/02/2005
25.06;krivirv;24/07/2006
7.82;krivirv;12/12/2010
16.08;krivirv;14/09/2000
12.10;uepkpzeielvv;16/01/2004
4.22;krivirv;22/11/2004
8.88;krivirv;17/05/2005
-6.68;pkiielvpvirl;20/11/2009
-25.62;opbivpvirl;01/11/2005
-20.00;pkiielvpvirl;14/11/2002
17.43;pkiielvpvirl;31/08/2006
-25.39;uepkpzeielvv;23/08/2005
-21.27;uepkpzeielvv;09/03/2006
-28.35;vplve;23/07/2003
15.43;vplve;13/01/2004
-17.62;pkiielvpvirl;14/09/2004
-30.27;pkiielvpvirl;25/11/2005
-20.75;opbivpvirl;22/06/2006
-16.56;uepkpzeielvv;26/12/2006
19.11;zriiulizpvirl;30/10/2006
-14.18;uepkpzeielvv;12/08/2005
13.69;krivirv;02/11/2010
-6.65;uepkpzeielvv;15/07/2007
27.96;uepkpzeielvv;01/02/2007
-21.51;krivirv;20/09/2009
3.54;pkiielvpvirl;27/11/2002
14.99;uepkpzeielvv;24/11/2007
-2.07;uepkpzeielvv;01/07/2008
4.38;vplve;18/05/2003
26.33;pkiielvpvirl;12/11/2002
23.63;vplve;08/10/2003
-2.46;vplve;11/10/2001
27.36;vplve;29/05/2004
-16.94;vplve;09/11/2002
24.51;vplve;16/09/2002
26.84;vplve;06/02/2003
-26.99;krivirv;25/09/2004
-28.77;vplve;02/07/2004
25.63;vplve;30/06/2003
10.32;krivirv;08/08/2002
-1.15;vplve;05/12/2004
26.34;puiilivvrpvirl;13/02/2007
-5.26;krivirv;04/06/2007
-17.73;uepkpzeielvv;24/02/2008
24.83;krivirv;26/11/2008
-7.35;krivirv;18/02/2008
27.44;krivirv;01/09/2008
10.91;krivirv;16/11/2010
7.54;krivirv;02/05/2011
-15.10;krivirv;30/08/2010
-7.47;uepkpzeielvv;26/06/2008
10.34;krivirv;12/08/2009
14.63;uepkpzeielvv;15/08/2007
-23.87;krivirv;30/07/2004
5.24;krivirv;27/11/2005
14.10;krivirv;09/08/2010
-1.68;krivirv;04/11/2009
16.97;krivirv;31/12/2006
6.85;opbivpvirl;16/10/2007
11.52;uepkpzeielvv;16/03/2007
-16.44;krivirv;13/04/2009
-10.37;uepkpzeielvv;03/02/2008
22.30;krivirv;23/04/2001
1.25;uepkpzeielvv;01/08/2006
2.72;krivirv;22/11/2003
18.97;pkiielvpvirl;22/09/2011
-18.69;uepkpzeielvv;01/05/2007
-8.37;uepkpzeielvv;04/09/2008
24.62;krivirv;21/03/2007
14.96;uepkpzeielvv;26/01/2006
-29.35;krivirv;14/03/2006
1.46;opbivpvirl;10/05/2009
-22.04;krivirv;16/04/2009
-23.46;zriiulizpvirl;26/08/2004
13.33;vplve;30/04/2010
-28.33;pkiielvpvirl;26/06/2001
21.96;pkiielvpvirl;29/04/2003
15.45;pkiielvpvirl;06/09/2007
15.85;uepkpzeielvv;15/09/2011
12.53;uepkpzeielvv;12/05/2003
-15.21;krivirv;22/06/2005
17.24;uepkpzeielvv;09/10/2006
28.18;krivirv;03/01/2002
-19.99;uepkpzeielvv;09/02/2008
28.02;opbivpvirl;07/05/2006
12.61;krivirv;28/05/2007
28.76;krivirv;26/06/2007
-17.52;uepkpzeielvv;11/08/2005
-27.85;uepkpzeielvv;23/07/2005
3.33;uepkpzeielvv;10/02/2008
-10.33;krivirv;13/11/2007
-25.42;uepkpzeielvv;20/12/2011
-11.14;krivirv;21/12/2008
6.41;krivirv;25/01/2008
21.59;krivirv;31/01/2012
-2.63;krivirv;18/09/2003
28.66;pkiielvpvirl;18/02/2006
21.94;uepkpzeielvv;07/10/2004
-23.34;uepkpzeielvv;12/11/2010
22.82;krivirv;20/03/2002
16.24;vrpvpik;07/05/2002
16.64;krivirv;02/03/2007
-25.59;pkiielvpvirl;05/04/2011
-5.41;krivirv;18/03/2009
1.82;krivirv;12/08/2004
25.41;pkiielvpvirl;10/12/2006
-5.98;krivirv;18/07/2001
7.66;pkiielvpvirl;06/12/2001
8.82;zriiulizpvirl;24/10/2001
19.66;pkiielvpvirl;29/07/2006
15.91;pkiielvpvirl;05/01/2003
-27.92;vplve;22/10/2010
0.93;uepkpzeielvv;05/08/2010
-17.47;uepkpzeielvv;27/10/2008
-13.60;zriiulizpvirl;13/01/2008
-2.14;pkiielvpvirl;07/04/2012
-8.05;uepkpzeielvv;14/08/2010
-15.63;uepkpzeielvv;12/07/2008
20.07;pkiielvpvirl;24/06/2011
4.47;krivirv;08/06/2003
-12.10;opbivpvirl;11/08/2004
-0.81;opbivpvirl;01/04/2004
-17.77;opbivpvirl;09/06/2003
-14.92;opbivpvirl;26/03/2003
18.22;opbivpvirl;09/05/2005
24.55;opbivpvirl;20/02/2005
-13.74;opbivpvirl;23/05/2005
-19.94;opbivpvirl;09/10/2004
-2.38;opbivpvirl;21/02/2005
18.60;zriiulizpvirl;24/07/2005
9.97;opbivpvirl;27/02/2004
26.53;opbivpvirl;07/05/2004
-22.62;krivirv;13/08/2004
-4.96;krivirv;18/07/2008
-2.79;uepkpzeielvv;14/05/2006
-19.73;krivirv;30/07/2006
-18.64;krivirv;13/06/2006
-12.70;uepkpzeielvv;30/09/2007
-15.12;uepkpzeielvv;01/07/2011
-3.92;uepkpzeielvv;17/06/2007
20.51;uepkpzeielvv;12/03/2010
24.51;zriiulizpvirl;11/10/2002
10.36;uepkpzeielvv;14/03/2009
-2.98;uepkpzeielvv;23/04/2009
18.51;krivirv;16/10/2008
1.29;pkiielvpvirl;04/12/2010
19.40;uepkpzeielvv;11/08/2009
-9.24;vplve;23/12/2010
2.40;uepkpzeielvv;10/01/2007
-3.91;uepkpzeielvv;13/03/2005
-9.77;zriiulizpvirl;21/01/2011
-25.33;krivirv;20/10/2008
9.74;uepkpzeielvv;29/08/2006
1.76;krivirv;20/07/2003
-16.39;vrpvpik;29/05/2005
-6.21;vplve;21/05/2004
11.00;krivirv;24/12/2007
-9.38;krivirv;16/11/2007
23.60;krivirv;12/05/2011
23.09;uepkpzeielvv;13/06/2007
-13.50;krivirv;30/12/2001
-22.56;uepkpzeielvv;19/12/2006
0.49;uepkpzeielvv;25/12/2008
-11.63;uepkpzeielvv;26/01/2007
-6.16;krivirv;29/03/2001
12.80;uepkpzeielvv;28/03/2010
-26.64;uepkpzeielvv;06/08/2011
-10.03;uepkpzeielvv;03/03/2009
-14.84;pkiielvpvirl;26/08/2011
10.77;uepkpzeielvv;04/08/2006
-3.54;uepkpzeielvv;10/12/2005
8.54;uepkpzeielvv;14/09/2009
-5.89;opbivpvirl;03/11/2003
5.91;opbivpvirl;27/02/2002
22.47;opbivpvirl;07/06/2004
-2.30;opbivpvirl;22/05/2003
15.78;opbivpvirl;20/03/2004
5.22;opbivpvirl;13/10/2004
-3.07;opbivpvirl;05/08/2004
19.06;opbivpvirl;24/06/2004
7.14;opbivpvirl;12/10/2003
-15.48;opbivpvirl;01/07/2004
18.06;krivirv;17/08/2007
11.43;uepkpzeielvv;11/04/2005
23.72;krivirv;07/06/2005
12.04;zriiulizpvirl;17/04/2006
-12.59;opbivpvirl;02/04/2009
18.80;krivirv;04/08/2007
14.53;pkiielvpvirl;03/06/2010
-19.70;krivirv;01/04/2004
17.84;pkiielvpvirl;02/08/2000
13.21;puiilivvrpvirl;06/02/2007
-26.05;puiilivvrpvirl;06/03/2008
0.94;puiilivvrpvirl;29/12/2008
16.49;puiilivvrpvirl;14/07/2007
-12.46;puiilivvrpvirl;21/01/2008
11.58;puiilivvrpvirl;17/05/2010
-3.50;puiilivvrpvirl;14/09/2010
-18.55;puiilivvrpvirl;25/05/2011
10.78;puiilivvrpvirl;23/12/2010
-13.61;puiilivvrpvirl;06/04/2010
-23.30;puiilivvrpvirl;01/12/2009
5.47;puiilivvrpvirl;29/10/2010
12.73;puiilivvrpvirl;14/03/2010
19.05;zriiulizpvirl;14/05/2011
19.80;pkiielvpvirl;01/10/2002
-4.81;krivirv;12/12/2007
2.68;pkiielvpvirl;09/09/2010
9.65;zriiulizpvirl;06/07/2008
-3.78;uepkpzeielvv;03/10/2009
0.68;uepkpzeielvv;28/07/2007
24.61;krivirv;29/07/2009
19.86;uepkpzeielvv;12/12/2006
3.70;pkiielvpvirl;11/02/2007
-20.98;vplve;08/02/2002
-16.95;uepkpzeielvv;12/12/2006
-20.74;uepkpzeielvv;01/10/2007
4.60;krivirv;12/02/2003
-19.54;uepkpzeielvv;07/03/2006
7.56;uepkpzeielvv;05/12/2005
5.02;uepkpzeielvv;30/04/2009
-2.03;krivirv;28/01/2008
-23.89;uepkpzeielvv;01/04/2007
-18.60;krivirv;24/05/2008
12.87;krivirv;02/03/2008
-11.58;krivirv;24/09/2007
-9.28;uepkpzeielvv;07/12/2010
18.07;krivirv;03/12/2008
-18.17;uepkpzeielvv;29/07/2007
-25.38;uepkpzeielvv;07/10/2010
6.24;krivirv;19/04/2004
-25.59;krivirv;07/02/2010
23.74;uepkpzeielvv;10/05/2005
-11.03;uepkpzeielvv;13/08/2005
13.40;uepkpzeielvv;16/09/2003
14.62;krivirv;30/04/2004
5.54;krivirv;25/12/2006
-1.03;krivirv;13/01/2008
-8.63;krivirv;04/01/2007
-21.87;zriiulizpvirl;15/06/2007
0.91;uepkpzeielvv;05/01/2007
-19.11;pkiielvpvirl;27/06/2005
8.75;vrpvpik;12/08/2006
-1.79;krivirv;22/04/2006
17.68;uepkpzeielvv;09/12/2007
16.07;uepkpzeielvv;15/02/2008
24.66;pkiielvpvirl;14/02/2005
11.70;uepkpzeielvv;24/04/2007
